school_id,school_name,province,type,is_985,is_211,recruit_number,rank
796,长春生物制品研究所,吉林,医药类,否,否,10,2000
810,中国计量科学研究院,北京,理工类,否,否,18,2000
666,中国科学院上海技术物理研究所,上海,理工类,否,否,12,2000
1065,西北机电工程研究所（202所）,陕西,理工类,否,否,20,2000
709,中国科学院广州地球化学研究所,广东,理工类,否,否,49,2000
955,中国科学院新疆理化技术研究所,新疆,理工类,否,否,64,2000
535,中国科学院青海盐湖研究所,青海,理工类,否,否,27,2000
537,中国科学院上海有机化学研究所,上海,理工类,否,否,24,2000
1343,中国食品药品检定研究院,北京,医药类,否,否,15,2000
839,江苏省植物研究所,江苏,农林类,否,否,29,2000
1039,中国科学院光电技术研究所,四川,理工类,否,否,30,2000
908,中国科学院上海微系统与信息技术研究所,上海,理工类,否,否,94,2000
1063,西安热工研究院有限公司,陕西,理工类,否,否,10,2000
1373,武警后勤学院,天津,军事类,否,否,100,2000
1372,武警指挥学院,天津,军事类,否,否,130,2000
765,陕西应用物理化学研究所（213）,陕西,理工类,否,否,12,2000
736,南京水利科学研究院,江苏,理工类,否,否,80,2000
997,中国科学院西北高原生物研究所,青海,理工类,否,否,19,2000
540,中国科学院兰州化学物理研究所,甘肃,理工类,否,否,10,2000
915,上海化工研究院,上海,理工类,否,否,6,2000
57,核工业北京地质研究院,北京,综合类,否,否,11,2000
727,西南技术物理研究所（209所）,四川,理工类,否,否,21,2000
603,冶金自动化研究设计院,北京,理工类,否,否,27,2000
776,北京生物制品研究所,北京,理工类,否,否,9,2000
679,中国航空研究院631所,陕西,理工类,否,否,8,2000
932,中国科学院上海应用物理研究所,上海,理工类,否,否,44,2000
588,中国科学院南海海洋研究所,广东,理工类,否,否,17,2000
1595,浙江越秀外国语学院,浙江,语言类,否,否,0,2000
682,中国航空制造技术研究院,北京,理工类,否,否,0,2000
1587,湖南第一师范学院,湖南,师范类,否,否,75,2000
939,中国航天科工集团第三研究院,北京,理工类,否,否,35,2000
1615,琼台师范学院,海南,师范类,否,否,0,2000
1590,韶关学院,广东,综合类,否,否,30,2000
751,中国日用化学工业研究院,山西,理工类,否,否,15,2000
597,中国科学院植物研究所,北京,农林类,否,否,47,2000
837,上海国际问题研究院,上海,政法类,否,否,30,2000
1494,三亚学院,海南,综合类,否,否,108,2000
628,中国农业机械化科学研究院,北京,理工类,否,否,16,2000
395,黑龙江省中医药科学院,黑龙江,医药类,否,否,176,2000
625,上海材料研究所,上海,理工类,否,否,5,2000
556,中国科学院南京地理与湖泊研究所,江苏,理工类,否,否,11,2000
1142,中国航空研究院606研究所,辽宁,理工类,否,否,5,2000
596,中国科学院昆明动物研究所,云南,农林类,否,否,20,2000
1066,西安现代控制技术研究所,陕西,理工类,否,否,20,2000
673,中国航空研究院611所,四川,理工类,否,否,6,2000
1079,武汉数字工程研究所,湖北,理工类,否,否,17,2000
1585,浙江外国语学院,浙江,语言类,否,否,61,2000
1064,中国科学院地球环境研究所,陕西,理工类,否,否,22,2000
691,中国科学院遗传与发育生物学研究所农业资源研究中心,河北,农林类,否,否,21,2000
617,北京机械工业自动化研究所,北京,理工类,否,否,10,2000
638,核工业西南物理研究院,四川,理工类,否,否,31,2000
1120,中国飞行试验研究院,陕西,理工类,否,否,0,2000
122,中国科学院电工研究所,北京,理工类,否,否,20,2000
627,武汉材料保护研究所,湖北,理工类,否,否,13,2000
525,中国科学院云南天文台,云南,理工类,否,否,20,2000
347,中国科学院沈阳应用生态研究所,辽宁,理工类,否,否,40,2000
1045,陆军步兵学院,江西,军事类,否,否,30,2000
518,中国科学院近代物理研究所,甘肃,理工类,否,否,42,2000
1613,天津仁爱学院,天津,综合类,否,否,0,2000
1097,中国科学院广州生物医药与健康研究院,广东,医药类,否,否,15,2000
607,中钢集团洛阳耐火材料研究院,河南,理工类,否,否,8,2000
699,北京长城计量测试技术研究所,北京,理工类,否,否,11,2000
903,中国空气动力研究与发展中心,四川,理工类,否,否,0,2000
626,郑州机械研究所,河南,理工类,否,否,10,2000
813,中国测绘科学研究院,北京,理工类,否,否,24,2000
1082,华中光电技术研究所,湖北,理工类,否,否,19,2000
1629,贺州学院,广西,综合类,否,否,120,2000
744,中钢集团马鞍山矿山研究院,安徽,理工类,否,否,18,2000
1602,新疆工程学院,新疆,理工类,否,否,0,2000
1569,中国航空研究院627研究所,黑龙江,其他,否,否,5,2000
1577,天津大学佐治亚理工深圳学院,广东,理工类,否,否,0,2000
745,沈阳化工研究院,辽宁,理工类,否,否,10,2000
720,内蒙古金属材料研究所（52所）,内蒙古,理工类,否,否,20,2000
1605,湖南财政经济学院,湖南,财经类,否,否,0,2000
701,中国航空研究院618所,陕西,理工类,否,否,5,2000
1068,西安航天精密机电研究所（航天16所）,陕西,理工类,否,否,0,2000
816,中国船舶科学研究中心（即702所）,江苏,理工类,否,否,7,2000
1069,航天动力技术研究院,陕西,理工类,否,否,31,2000
825,北京市生态环境保护科学研究院,北京,理工类,否,否,5,2000
522,中国科学院紫金山天文台,江苏,理工类,否,否,25,2000
962,国家纳米科学中心,北京,综合类,否,否,24,2000
499,中国科学院高能物理研究所,北京,理工类,否,否,35,2000
1519,中国科学院软件研究所,北京,其他,否,否,24,2000
728,中国北方自动控制技术研究所,山西,理工类,否,否,50,2000
1579,河南城建学院,河南,理工类,否,否,45,2000
803,国家海洋技术中心,天津,理工类,否,否,4,2000
523,中国科学院上海天文台,上海,理工类,否,否,10,2000
1508,中国科学院苏州生物医学工程技术研究所,江苏,其他,否,否,49,2000
669,中国航空工业集团公司西安飞机设计研究所,陕西,理工类,否,否,6,2000
827,北京市市政工程研究院,北京,理工类,否,否,3,2000
746,中国航空工业第613研究所,河南,理工类,否,否,6,2000
1572,中国航空研究院（630所）,陕西,其他,否,否,5,2000
1026,杭州应用声学研究所,浙江,理工类,否,否,15,2000
984,中国科学院东北地理与农业生态研究所,吉林,农林类,否,否,33,2000
743,长沙矿冶研究院,湖南,理工类,否,否,15,2000
917,电信科学技术第一研究所（上海）,上海,理工类,否,否,8,2000
1098,中国科学院宁波材料技术与工程研究所,浙江,理工类,否,否,75,2000
654,中国科学院水土保持与生态环境研究中心,陕西,农林类,否,否,13,2000
807,中国地震局地震研究所,湖北,理工类,否,否,37,2000
498,中国科学院物理研究所,北京,理工类,否,否,20,2000
1551,中国航天科技集团有限公司第五研究院西安分院,陕西,其他,否,否,0,2000
779,中国航天系统科学与工程研究院,北京,理工类,否,否,10,2000
730,中国北方车辆研究所,北京,理工类,否,否,7,2000
941,航天科工集团三院8358所,天津,理工类,否,否,4,2000
491,中国科学院武汉岩土力学研究所,湖北,理工类,否,否,18,2000
815,中国舰船研究设计中心（701所）,湖北,理工类,否,否,3,2000
600,中国科学院武汉植物园,湖北,理工类,否,否,12,2000
528,中国科学院国家天文台,北京,理工类,否,否,19,2000
1052,西南自动化研究所,四川,理工类,否,否,10,2000
1062,中国科学院国家授时中心,陕西,理工类,否,否,20,2000
812,四川抗菌素工业研究所,四川,医药类,否,否,0,2000
1084,武汉第二船舶设计研究所,湖北,理工类,否,否,3,2000
1600,咸阳师范学院,陕西,师范类,否,否,85,2000
1606,湖北工程学院,湖北,理工类,否,否,0,2000
1020,中国科学院亚热带农业生态研究所,湖南,理工类,否,否,19,2000
940,航天科工集团三院8357所,天津,理工类,否,否,4,2000
1112,中国科学院合肥物质科学研究院固体物理研究所,安徽,理工类,否,否,0,2000
912,中国航空研究院640所,上海,理工类,否,否,9,2000
1507,中国科学院苏州纳米技术与纳米仿生研究所,江苏,其他,否,否,35,2000
1497,自然资源部第一海洋研究所,山东,其他,否,否,63,2000
541,中国科学院兰州地质研究所,甘肃,理工类,否,否,0,2000
1570,中国航空研究院（608研究所）,湖南,其他,否,否,8,2000
1542,中国电子科技集团公司电子科学研究院,北京,其他,否,否,392,2000
1509,中国科学院自然科学史研究所,北京,综合类,否,否,5,2000
710,中国科学院科技政策与管理科学研究所,北京,理工类,否,否,0,2000
1571,中国航空研究院（625所）,北京,其他,否,否,12,2000
1513,中国科学院国家空间科学中心,北京,其他,否,否,31,2000
916,上海船舶运输科学研究所,上海,理工类,否,否,8,2000
1578,平顶山学院,河南,综合类,否,否,45,2000
613,中钢集团武汉安全环保研究院,湖北,理工类,否,否,8,2000
1516,中国科学院心理研究所,北京,其他,否,否,38,2000
1559,中国人民解放军海军大连舰艇学院,辽宁,军事类,否,否,78,2000
589,中国科学院遥感应用研究所,北京,理工类,否,否,0,2000
954,中国科学院过程工程研究所,北京,理工类,否,否,25,2000
593,中国科学院遥感与数字地球研究所,北京,理工类,否,否,0,2000
694,中国科学院微电子研究所,北京,理工类,否,否,17,2000
624,机械科学研究院哈尔滨焊接研究所,黑龙江,理工类,否,否,4,2000
1004,天华化工机械及自动化研究设计院,甘肃,理工类,否,否,2,2000
544,中国科学院生态环境研究中心,北京,理工类,否,否,56,2000
1530,中国科学院深海科学与工程研究所,海南,其他,否,否,14,2000
1603,湖南科技学院,湖南,理工类,否,否,0,2000
1604,湖南文理学院,湖南,综合类,否,否,50,2000
1521,中国科学院文献情报中心,北京,其他,否,否,5,2000
397,黑龙江省科学院,黑龙江,综合类,否,否,36,2000
1531,中国科学院脑科学与智能技术卓越创新中心,上海,其他,否,否,13,2000
1518,中国科学院自动化研究所,北京,其他,否,否,6,2000
1510,中国科学院化学研究所,北京,综合类,否,否,23,2000
877,海军潜艇学院,山东,理工类,否,否,65,2000
551,中国科学院大气物理研究所,北京,理工类,否,否,31,2000
1121,西安精密机械研究所,陕西,理工类,否,否,9,2000
486,中国科学院数学与系统科学研究院,北京,理工类,否,否,11,2000
648,北京航空精密机械研究所,北京,理工类,否,否,6,2000
1561,解放军陆军航空兵学院,北京,军事类,否,否,40,2000
922,上海船舶电子设备研究所（七二六研究所）,上海,理工类,否,否,2,2000
489,中国科学院系统科学研究所,北京,理工类,否,否,0,2000
547,中国科学院南京地质古生物研究所,江苏,理工类,否,否,8,2000
1044,邯郸净化设备研究所,河北,理工类,否,否,4,2000
1548,核工业第二研究设计院（中国核电工程有限公司）,北京,其他,否,否,6,2000
1549,电信科学技术研究院,北京,其他,否,否,67,2000
1553,中国人民解放军陆军特种作战学院,广西,其他,否,否,30,2000
802,国家海洋环境预报研究中心,北京,理工类,否,否,4,2000
1547,中国兽医药品监察所,北京,其他,否,否,25,2000
658,中国科学院工程热物理研究所,北京,理工类,否,否,19,2000
1562,中国人民解放军军事科学院,北京,军事类,否,否,387,2000
1557,战略支援部队第五十六研究所,江苏,军事类,否,否,10,2000
1053,电信科学技术第五研究所,四川,理工类,否,否,10,2000
1554,中国航发湖南动力机械研究所,湖南,其他,否,否,0,2000
618,中国科学院遗传与发育生物学研究所,北京,理工类,否,否,10,2000
1409,哈尔滨音乐学院,黑龙江,艺术类,否,否,105,2000
647,中国航空研究院,北京,理工类,否,否,19,2000
516,中国科学院等离子体物理研究所,安徽,理工类,否,否,0,2000
611,中钢集团天津地质研究院有限公司,天津,理工类,否,否,2,2000
847,广东省心血管病研究所,广东,医药类,否,否,100,2000
548,中国科学院地质与地球物理研究所,北京,理工类,否,否,36,2000
677,中国航空研究院624所,四川,理工类,否,否,6,2000
493,中国科学院北京力学研究所,北京,理工类,否,否,10,2000
1533,中国科学院杭州高等研究院,北京,其他,否,否,168,2000
505,中国科学院理论物理研究所,北京,理工类,否,否,4,2000
1589,韩山师范学院,广东,师范类,否,否,0,2000
664,中国科学院安徽光学精密机械研究所,安徽,综合类,否,否,0,2000
606,中国科学院分子细胞科学卓越创新中心,上海,理工类,否,否,13,2000
635,上海核工程研究设计院,上海,理工类,否,否,2,2000
630,上海发电设备成套设计研究院,上海,理工类,否,否,6,2000
1565,国家体育总局体育科学研究所,北京,其他,否,否,45,2000
655,中国科学院计算技术研究所,北京,理工类,否,否,63,2000
660,中国科学院北京电子学研究所,北京,理工类,否,否,0,2000
636,核工业北京化工冶金研究院,北京,理工类,否,否,8,2000
818,天津航海仪器研究所,天津,理工类,否,否,4,2000
824,北京市科学技术研究院城市安全与环境科学研究所,北京,理工类,否,否,17,2000
1558,解放军南京陆军指挥学院,江苏,军事类,否,否,113,2000
1563,中国人民解放军战略支援部队航天工程大学,北京,军事类,否,否,174,2000
637,中国辐射防护研究院,山西,理工类,否,否,16,2000
953,中国科学院理化技术研究所,北京,理工类,否,否,35,2000
1584,南京晓庄学院,江苏,综合类,否,否,35,2000
1520,中国科学院成都计算机应用研究所,四川,其他,否,否,20,2000
1546,中国人民解放军国防大学,北京,军事类,否,否,136,2000
1514,中国科学院新疆生态与地理研究所,新疆,其他,否,否,76,2000
1588,盐城师范学院,江苏,师范类,否,否,30,2000
1527,中国科学院烟台海岸带研究所,山东,其他,否,否,29,2000
1528,中国科学院天津工业生物技术研究所,天津,其他,否,否,7,2000
1555,中国人民解放军火箭军指挥学院,湖北,其他,否,否,60,2000
1522,中国科学院计算机网络信息中心,北京,其他,否,否,25,2000
1580,长江师范学院,重庆,师范类,否,否,280,2000
823,长沙矿山研究院,湖南,理工类,否,否,8,2000
707,中国科学院南京天文仪器研制中心,江苏,理工类,否,否,2,2000
814,中国舰船研究院,北京,理工类,否,否,28,2000
1119,湖南省中医药研究院,湖南,医药类,否,否,0,2000
604,中国科学院生物物理研究所,北京,理工类,否,否,22,2000
1083,武汉船舶通信研究所,湖北,理工类,否,否,11,2000
1092,中国科学院青藏高原研究所,北京,理工类,否,否,17,2000
920,上海船舶设备研究所,上海,理工类,否,否,3,2000
1036,郑州机电工程研究所,河南,理工类,否,否,6,2000
831,首都儿科研究所,北京,医药类,否,否,26,2000
1525,中国科学院上海免疫与感染研究所,上海,其他,否,否,13,2000
1511,中国科学院成都有机化学研究所,四川,其他,否,否,22,2000
1523,中国科学院科技战略咨询研究院,北京,其他,否,否,3,2000
676,中国航空研究院623所,陕西,理工类,否,否,5,2000
527,中国科学院渗流流体力学研究所,河北,理工类,否,否,6,2000
352,沈阳铸造研究所,辽宁,理工类,否,否,6,2000
798,中国建筑材料科学研究院,北京,理工类,否,否,8,2000
752,中国制浆造纸研究院,北京,理工类,否,否,10,2000
1583,德州学院,山东,综合类,否,否,10,2000
1560,核工业理化工程研究院,天津,其他,否,否,9,2000
1552,西安电子工程研究所（206所）,陕西,其他,否,否,15,2000
1077,中国航空研究院610所,湖北,理工类,否,否,7,2000
1057,中国科学院北京基因组研究所（国家生物信息中心）,北京,理工类,否,否,19,2000
840,江苏省血吸虫病防治研究所,江苏,医药类,否,否,4,2000
1612,玉林师范学院,广西,师范类,否,否,180,2000
1614,泰山学院,山东,综合类,否,否,0,2000
828,北京市结核病胸部肿瘤研究所,北京,医药类,否,否,25,2000
356,煤炭科学研究总院,北京,理工类,否,否,30,2000
1624,湖北理工学院,湖北,理工类,否,否,350,2000
1620,运城学院,山西,综合类,否,否,0,2000
1096,中国科学院南京天文光学技术研究所,江苏,理工类,否,否,14,2000
592,中国科学院北京空间科学与应用研究中心,北京,理工类,否,否,0,2000
1635,宜宾学院,四川,综合类,否,否,0,2000
1642,贵州师范学院,贵州,师范类,否,否,100,2000
1564,卫生部北京老年医学研究所,北京,医药类,否,否,20,2000
1639,乐山师范学院,四川,师范类,否,否,40,2000
1640,曲靖师范学院,云南,师范类,否,否,30,2000
1626,长沙学院,湖南,综合类,否,否,330,2000
1616,潍坊学院,山东,综合类,否,否,15,2000
1628,西安文理学院,陕西,综合类,否,否,120,2000
1618,唐山师范学院,河北,师范类,否,否,10,2000
1550,中国航天空气动力技术研究院,北京,其他,否,否,5,2000
698,中国航空工业总公司第六二八研究所,北京,理工类,否,否,1,2000
1630,徐州工程学院,江苏,理工类,否,否,0,2000
394,哈尔滨船舶锅炉涡轮机研究所,黑龙江,理工类,否,否,4,2000
1622,西昌学院,四川,综合类,否,否,24,2000
826,北京市心肺血管疾病研究所,北京,医药类,否,否,10,2000
1608,哈尔滨学院,黑龙江,综合类,否,否,80,2000
353,中国航空研究院601研究所,辽宁,理工类,否,否,6,2000
1610,遵义师范学院,贵州,师范类,否,否,70,2000
1107,中国科学院研究生院信息科学与工程学院,北京,理工类,否,否,0,2000
987,大连测控技术研究所,辽宁,理工类,否,否,8,2000
1051,中国科学院成都文献情报中心,四川,政法类,否,否,0,2000
919,中国船舶工业集团公司第七○八研究所（中国船舶及海洋工程设计研究院）,上海,理工类,否,否,1,2000
1537,中国航天科工集团第十研究院,贵州,其他,否,否,29,2000
1515,中国科学院动物研究所,北京,其他,否,否,36,2000
1526,中国科学院深圳先进技术研究院,广东,其他,否,否,0,2000
1632,内江师范学院,四川,师范类,否,否,24,2000
1099,中国科学院国家天文台长春人造卫星观测站,吉林,理工类,否,否,0,2000
501,中国科学院声学研究所,北京,理工类,否,否,15,2000
1512,中国科学院古脊椎动物与古人类研究所,北京,其他,否,否,6,2000
685,中国航空规划设计研究总院有限公司,北京,理工类,否,否,1,2000
1532,中国科学院微小卫星创新研究院,上海,其他,否,否,6,2000
1529,中国科学院重庆绿色智能技术研究院,重庆,其他,否,否,34,2000
1586,常州工学院,江苏,理工类,否,否,30,2000
1524,中国科学院新疆天文台,新疆,其他,否,否,18,2000
921,上海船用柴油机研究所,上海,理工类,否,否,8,2000
973,北京市科学技术研究院资源环境研究所,北京,理工类,否,否,18,2000
1556,洛阳船舶材料研究所,河南,其他,否,否,8,2000
1081,武汉船用电力推进装置研究所,湖北,理工类,否,否,5,2000
657,中国科学院技术科学部（计算数学与科学工程研究所）,北京,理工类,否,否,0,2000
747,北京橡胶工业研究设计院,北京,理工类,否,否,6,2000
1598,浙大宁波理工学院,浙江,理工类,否,否,45,2000
355,中国航空研究院626所,辽宁,理工类,否,否,4,2000
1623,安康学院,陕西,综合类,否,否,0,2000
391,中国航空工业空气动力研究院,黑龙江,理工类,否,否,0,2000
1625,商洛学院,陕西,综合类,否,否,0,2000
1607,宁德师范学院,福建,师范类,否,否,0,2000
1609,武夷学院,福建,综合类,否,否,90,2000
829,北京市创伤骨科研究所,北京,医药类,否,否,4,2000
1621,兰州城市学院,甘肃,综合类,否,否,60,2000
1582,上饶师范学院,江西,师范类,否,否,45,2000
1581,九江学院,江西,综合类,否,否,45,2000
1619,福建江夏学院,福建,综合类,否,否,0,2000
1597,玉溪师范学院,云南,师范类,否,否,30,2000
1636,常熟理工学院,江苏,理工类,否,否,30,2000
1641,陇东学院,甘肃,综合类,否,否,60,2000
1627,三明学院,福建,综合类,否,否,80,2000
1634,枣庄学院,山东,综合类,否,否,18,2000
1592,惠州学院,广东,综合类,否,否,150,2000
1591,岭南师范学院,广东,师范类,否,否,220,2000
1593,嘉应学院,广东,综合类,否,否,0,2000
1596,皖西学院,安徽,综合类,否,否,80,2000
1594,上海杉达学院,上海,综合类,否,否,45,2000
1100,中国科学院兰州文献情报中心,北京,政法类,否,否,0,2000
1638,南京警察学院,江苏,政法类,否,否,0,2000
1599,红河学院,云南,综合类,否,否,30,2000
1540,中国航天科技集团公司第四研究院第四十二所,湖北,其他,否,否,0,2000
1573,长江商学院,北京,其他,否,否,250,2000
1575,宁夏理工学院,宁夏,理工类,否,否,33,2000
1576,中国航空研究院（014中心）,河南,其他,否,否,7,2000
1631,龙岩学院,福建,综合类,否,否,80,2000
591,中国科学院地理科学与资源研究所,北京,理工类,否,否,18,2000
1601,呼和浩特民族学院,内蒙古,民族类,否,否,0,2000
1430,西湖大学,浙江,理工类,否,否,0,2000
602,中国科学院分子植物科学卓越创新中心,上海,农林类,否,否,38,2000
1574,中央社会主义学院,北京,其他,否,否,30,2000
1541,深圳理工大学,广东,理工类,否,否,0,2000
1418,深圳技术大学,广东,理工类,否,否,0,2000
759,电信科学技术第四研究所（西安）,陕西,理工类,否,否,3,2000
1637,宿州学院,安徽,综合类,否,否,0,2000
1487,中国科学院精密测量科学与技术创新研究院,湖北,理工类,否,否,40,2000
1506,浙江音乐学院,浙江,艺术类,否,否,192,2000
1425,香港恒生大学,香港,综合类,否,否,0,2000
1402,海军航空大学,山东,军事类,否,否,113,2000
1421,广东以色列理工学院,广东,理工类,否,否,0,2000
1432,中国科学院信息工程研究所,北京,理工类,否,否,118,2000
1452,中国科学院青岛生物能源与过程研究所,山东,理工类,否,否,8,2000
1445,香港科技大学,香港,综合类,否,否,0,2000
1436,中国科学院西北生态环境资源研究院,甘肃,理工类,否,否,40,2000
1435,中国科学院城市环境研究所,福建,理工类,否,否,24,2000
1433,中国科学院上海高等研究院,上海,理工类,否,否,11,2000
1431,中国科学院微生物研究所,北京,理工类,否,否,20,2000
1434,中国科学院空间应用工程与技术中心,北京,理工类,否,否,13,2000
1448,山东产业技术研究院,山东,综合类,否,否,0,2000
1451,香港科技大学（广州）,香港,综合类,否,否,0,2000
1447,香港城市大学,香港,综合类,否,否,0,2000
1449,海军勤务学院,天津,军事类,否,否,40,2000
1460,内蒙古艺术学院,内蒙古,艺术类,否,否,159,2000
1474,澳门城市大学,澳门,综合类,否,否,0,2000
1463,香港中文大学,香港,综合类,否,否,0,2000
1464,香港大学,香港,综合类,否,否,0,2000
1476,澳门科技大学,澳门,综合类,否,否,0,2000
1465,香港理工大学,香港,综合类,否,否,0,2000
1473,澳门大学,澳门,综合类,否,否,0,2000
1469,香港岭南大学,香港,综合类,否,否,0,2000
1472,香港演艺学院,香港,艺术类,否,否,0,2000
1467,香港教育大学,香港,综合类,否,否,0,2000
1466,香港浸会大学,香港,综合类,否,否,0,2000
1468,香港都会大学,香港,综合类,否,否,0,2000
1470,香港树仁大学,香港,综合类,否,否,0,2000
1471,香港珠海学院,香港,综合类,否,否,0,2000
1477,澳门旅游大学,澳门,综合类,否,否,0,2000
1475,澳门理工大学,澳门,理工类,否,否,0,2000
